date,open,high,low,close,volume,sma_20,sma_50,rsi
2025-10-18,106431.68,107499.0,106322.2,107185.01,11123.18766,116284.826,114170.6634,27.79306499424746
2025-10-19,107185.0,109450.07,106103.36,108642.78,15480.66423,116001.36700000001,114167.1924,28.557755301560633
2025-10-20,108642.77,111705.56,107402.52,110532.09,19193.4416,115825.525,114212.9072,30.000252006352852
2025-10-21,110532.09,114000.0,107473.72,108297.67,37228.01659,115310.65900000001,114194.1122,30.956716356857797
2025-10-22,108297.66,109163.88,106666.69,107567.44,28610.78451,114662.5635,114120.6608,26.141102363732628
2025-10-23,107567.45,111293.61,107500.0,110078.18,17573.09294,114054.87250000001,114088.11020000001,32.88875063072899
2025-10-24,110078.19,112104.98,109700.01,111004.89,15005.16913,113485.567,114093.59060000001,46.582250904164894
2025-10-25,111004.9,111943.19,110672.86,111646.27,6407.96864,112893.76499999998,114113.31619999999,52.05302828177763
2025-10-26,111646.27,115466.8,111260.45,114559.4,13454.47737,112388.808,114200.7448,49.13168401124591
2025-10-27,114559.41,116400.0,113830.01,114107.65,21450.23241,112027.54299999999,114260.15100000001,47.723301850141254
2025-10-28,114107.65,116086.0,112211.0,112898.45,15523.42257,111507.16549999997,114276.81539999999,49.70940328746914
2025-10-29,112898.44,113643.73,109200.0,110021.29,21079.71376,110925.10999999999,114246.3134,48.381823312788164
2025-10-30,110021.3,111592.0,106304.34,108322.88,25988.82838,110702.52900000001,114133.57100000001,50.291528798783474
2025-10-31,108322.87,111190.0,108275.28,109608.01,21518.20439,110650.7095,114016.07740000001,57.359883625821254
2025-11-01,109608.01,110564.49,109394.81,110098.1,7378.50431,110407.67450000001,113897.451,56.83328931201485
2025-11-02,110098.1,111250.01,109471.34,110540.68,12107.00087,110176.40849999999,113789.8988,54.674575275957324
2025-11-03,110540.69,110750.0,105306.56,106583.04,28681.18779,109854.15349999999,113616.1994,41.17277054366907
2025-11-04,106583.05,107299.0,98944.36,101497.22,50534.87376,109390.85049999999,113339.1496,36.51772781648827
2025-11-05,101497.23,104534.74,98966.8,103885.16,33778.77571,109175.39450000001,113081.07360000002,43.149929607019644
2025-11-06,103885.16,104200.0,100300.95,101346.04,25814.62139,108921.1125,112779.04260000002,33.77291212462917
2025-11-07,101346.04,104096.36,99260.86,103339.08,32059.50942,108728.81599999999,112504.35359999999,36.29754196906306
2025-11-08,103339.09,103406.22,101454.0,102312.94,12390.77985,108412.324,112237.9648,33.543250996662195
2025-11-09,102312.95,105495.62,101400.0,104722.96,16338.97096,108121.86750000001,112018.7114,32.34288455103821
2025-11-10,104722.95,106670.11,104265.02,106011.13,22682.25673,108007.5405,111834.28820000001,35.88987419511575
2025-11-11,106011.13,107500.0,102476.09,103058.99,24196.50718,107782.11799999999,111642.4482,33.83443847877662
2025-11-12,103059.0,105333.33,100813.59,101654.37,20457.63906,107360.92749999999,111435.55960000001,35.554779795903855
2025-11-13,101654.37,104085.01,98000.4,99692.02,36198.50771,106795.28400000001,111163.26,35.23367140237059
2025-11-14,99692.03,99866.02,94012.45,94594.0,47288.14481,105942.67050000001,110875.2502,27.277451904173702
2025-11-15,94594.0,96846.68,94558.49,95596.24,15110.89391,104994.5125,110594.3058,28.38758694527307
2025-11-16,95596.23,96635.11,93005.55,94261.44,23889.4051,104002.202,110286.8176,26.367209162285917
2025-11-17,94261.45,96043.0,91220.0,92215.14,39218.59806,102968.0365,109887.8414,27.91641254789323
2025-11-18,92215.14,93836.01,89253.78,92960.83,39835.14769,102115.0135,109460.81880000001,34.85950453679759
2025-11-19,92960.83,92980.22,88608.0,91554.96,32286.6376,101276.61750000001,109010.93939999999,27.34128868457384
2025-11-20,91554.96,93160.0,86100.0,86637.23,39733.19073,100128.0785,108371.7842,25.143229505531664
2025-11-21,86637.22,87498.94,80600.0,85129.43,72256.12679,98879.64499999999,107663.7858,18.713973559792862
2025-11-22,85129.42,85620.0,83500.0,84739.74,14193.93263,97589.598,106913.9406,19.132393527027887
2025-11-23,84739.75,88127.64,84667.57,86830.0,19734.46418,96601.946,106202.7206,18.213665471930327
2025-11-24,86830.0,89228.0,85272.0,88300.01,24663.12795,95942.0855,105499.0746,18.738668263229528
2025-11-25,88300.01,88519.99,86116.0,87369.96,19567.0411,95116.3255,104753.30300000001,20.17910370596489
2025-11-26,87369.97,90656.08,86306.77,90484.02,21675.82239,94573.2245,104136.3244,30.06353411598913
2025-11-27,90484.01,91950.0,90089.91,91333.95,16833.50932,93972.968,103496.88339999999,34.46596871288672
2025-11-28,91333.94,93092.0,90180.63,90890.7,18830.86012,93401.856,102881.4494,41.67710970312409
2025-11-29,90890.71,91165.65,90155.47,90802.44,7429.88291,92705.83,102442.00819999998,38.7647243563001
2025-11-30,90802.44,92000.01,90336.9,90360.0,9687.74175,91923.2735,102036.3202,40.456985696632394
2025-12-01,90360.01,90417.0,83822.76,86286.01,34509.01227,91084.6245,101462.86440000002,36.80599474031587
2025-12-02,86286.01,92307.65,86184.39,91277.88,28210.22732,90565.8,100985.10200000001,46.850202562510276
2025-12-03,91277.88,94150.0,90990.23,93429.95,25712.52585,90252.6965,100593.1382,53.41386330854823
2025-12-04,93429.95,94080.0,90889.0,92078.06,19803.94059,90126.8995,100219.43379999998,61.38459973961703
2025-12-05,92078.06,92692.36,88056.0,89330.04,19792.97218,89813.5895,99842.149,58.35583444960354
2025-12-06,89330.04,90289.97,88908.01,89236.79,8409.50016,89562.357,99498.2512,59.052269886289274
2025-12-07,89236.8,91760.0,87719.28,90395.31,13021.11185,89471.3655,99162.45719999999,57.45643332813275
2025-12-08,90395.32,92287.15,89612.0,90634.34,15793.63887,89355.041,98802.2884,55.14699494589805
2025-12-09,90634.35,94588.99,89500.0,92678.8,21240.43014,89411.233,98445.2226,61.1572255773602
2025-12-10,92678.81,94476.0,91563.15,92015.37,18998.68083,89680.14,98119.5766,53.58791138502022
2025-12-11,92015.38,93555.0,89260.63,92513.38,19972.58758,90049.3375,97818.49540000001,52.80970665350391
2025-12-12,92513.38,92754.0,89480.0,90268.42,16679.19169,90325.7715,97422.3002,48.63476406525612
2025-12-13,90268.43,90634.55,89766.39,90240.01,5895.70788,90496.272,97007.00259999999,48.76282151396699
2025-12-14,90240.0,90472.4,87577.36,88172.17,9416.94004,90489.88,96537.5206,45.5085965326463
2025-12-15,88172.16,90052.64,85146.64,86432.08,19778.6919,90442.986,95974.9742,50.3316478860768
2025-12-16,86432.08,88175.98,85266.0,87863.42,18456.05017,90311.956,95450.08959999999,40.75239473667104
2025-12-17,87863.43,90365.85,85314.0,86243.22,19834.11729,90057.4195,94916.985,29.95830881594253
2025-12-18,86243.23,89477.61,84450.01,85516.41,25405.41763,89788.70499999999,94426.8874,31.040482837572284
2025-12-19,85516.41,89399.97,85110.24,88136.94,21256.65004,89655.43,94023.16859999999,46.52701771218059
2025-12-20,88136.95,88573.07,87795.76,88360.9,5123.13194,89555.475,93598.22639999999,47.469636153849265
